,Playlistid,Trackid,Artist_Name,Track_Name,Album_Name,Track_Duration,Artist_uri,Track_uri,Album_uri,acousticness,artist_genres,artist_popularity,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
214,3672,178,Florida Georgia Line,Confession,Anything Goes,190640,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:6IFPfV8PNSYOmufzQ95hmm,spotify:album:5NG7WZaCZZ12M5LJm0JcVc,0.10099999999999999,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.556,0.873,False,0.000131,1.0,0.17600000000000002,-5.056,1.0,0.0348,104.986,4.0,0.48
215,3672,179,Jason Aldean,Don't You Wanna Stay,My Kinda Party,256440,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,spotify:track:2usybbJIyVPm1aeGK2bitr,spotify:album:1vwqf42OUqrGJtLFqixZUB,0.0985,"['contemporary country', 'country', 'country road']",76.0,0.45,0.634,False,0.0,11.0,0.0883,-4.814,1.0,0.0308,143.75,4.0,0.13
216,3672,180,Thompson Square,Are You Gonna Kiss Me Or Not,Thompson Square,184920,spotify:artist:0Bvs8yPjrQSbmVIRqSg1Sp,spotify:track:2TAcwD5KcV9uY3O1tLGV15,spotify:album:0kXrl96iUzWkRvxnfrC2YF,0.039,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",54.0,0.485,0.701,False,0.0,8.0,0.0977,-3.807,1.0,0.0288,151.94799999999998,4.0,0.613
217,3672,181,Florida Georgia Line,"God, Your Mama, And Me",Dig Your Roots,183413,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:4VFE6ZNqa8jHAmbYICoAFg,spotify:album:09KOjaflTBRE28GVvXqkYC,0.33299999999999996,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.439,0.802,False,0.0,7.0,0.377,-3.6439999999999997,1.0,0.054000000000000006,168.032,4.0,0.725
218,3672,182,Florida Georgia Line,Cruise - Remix,Here's To The Good Times...This Is How We Roll,208786,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:0jHSdjxn9LfzNL0WkDu93W,spotify:album:0uqAyKT7oMZDFMyteJOJWI,0.0156,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.525,0.915,False,0.0,0.0,0.66,-4.351,0.0,0.0789,149.042,4.0,0.623
219,3672,183,Florida Georgia Line,This Is How We Roll,Here's To The Good Times...This Is How We Roll,220906,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,spotify:album:0uqAyKT7oMZDFMyteJOJWI,0.016,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.555,0.9309999999999999,False,0.0,8.0,0.405,-2.969,1.0,0.0367,132.085,4.0,0.723
220,3672,184,Florida Georgia Line,Round Here,Here's To The Good Times,215120,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:5T6DM9qjjngWnukcw0svkX,spotify:album:5MH765pytbQasmDxXArTah,0.00385,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.523,0.9540000000000001,False,1.65e-06,1.0,0.243,-3.051,1.0,0.0374,141.982,4.0,0.9009999999999999
221,3672,185,Florida Georgia Line,Dig Your Roots,Dig Your Roots,214040,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:7wzLu2aumQh8yIdq5B55Fg,spotify:album:09KOjaflTBRE28GVvXqkYC,0.327,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.307,0.792,False,0.0,7.0,0.331,-4.5969999999999995,1.0,0.0469,140.0,4.0,0.456
222,3672,186,Florida Georgia Line,May We All,Dig Your Roots,226173,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:498ZVInMGDkmmNVpSWqHiZ,spotify:album:09KOjaflTBRE28GVvXqkYC,0.0406,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.488,0.915,False,0.0,7.0,0.35100000000000003,-4.255,1.0,0.0389,75.01899999999999,4.0,0.6459999999999999
223,3672,187,Michael Ray,Think A Little Less,Michael Ray,176986,spotify:artist:6ghiFYcwn2Vzl6K50U0UPz,spotify:track:4JjIIBNoho0V2gZjH4nEzR,spotify:album:1JBo2GmY1NskygCzWzGqHF,0.124,"['contemporary country', 'lift kit', 'modern country rock']",59.0,0.521,0.805,False,0.00021899999999999998,9.0,0.33,-4.481,1.0,0.0289,141.967,4.0,0.527
224,3672,188,Luke Combs,Hurricane,This One's for You,222533,spotify:artist:718COspgdWOnwOFpJHRZHS,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,spotify:album:1lhNch5NkOONvFhRPh8qaj,0.0153,"['contemporary country', 'country road']",76.0,0.46399999999999997,0.813,False,0.0,10.0,0.254,-6.185,1.0,0.0416,75.975,4.0,0.516
225,3672,189,Trent Harmon,There’s A Girl,Trent Harmon,215013,spotify:artist:1YSoHvvSAY0oOJW7VxJx3M,spotify:track:6VzugG03A5OieXT0BZmZxe,spotify:album:49yGJcukFJpH2PexP1yTe8,0.191,"['contemporary country', 'modern country rock']",49.0,0.53,0.805,False,0.0,7.0,0.0697,-5.5489999999999995,1.0,0.0397,96.926,4.0,0.359
226,3672,190,Luke Bryan,Fast,Kill The Lights,206213,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,spotify:track:2gYiCTytrSRtuaHP1Nac6u,spotify:album:0WtCqmpVN7rRGfDMSWSXBA,0.225,"['contemporary country', 'country', 'country road']",76.0,0.5479999999999999,0.898,False,0.0,0.0,0.1,-2.5610000000000004,0.0,0.0459,145.953,4.0,0.599
227,3672,191,Zac Brown Band,Family Table,Welcome Home,211306,spotify:artist:6yJCxee7QumYr820xdIsjo,spotify:track:46T4kFAJhktK0mPqRHnh5p,spotify:album:2IcmfT1b5m1wWrJI1ZVAUa,,,,,,,,,,,,,,,
228,3672,192,Florida Georgia Line,Sippin’ On Fire,Anything Goes,193640,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:0H9Q7Vzu8nYRDBZYKbtU8d,spotify:album:5NG7WZaCZZ12M5LJm0JcVc,0.0051,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.478,0.929,False,1.0300000000000001e-05,10.0,0.348,-3.1919999999999997,1.0,0.032,142.95600000000002,4.0,0.7490000000000001
229,3672,193,Brett Young,In Case You Didn't Know,Brett Young,224853,spotify:artist:0fiWOxhsBsQQvFDtxUQWo0,spotify:track:10M2Ex445zw585Ducldzkw,spotify:album:6MTPPsqX8KnmDWmnQmbxJ5,0.386,['contemporary country'],69.0,0.607,0.536,False,0.0,10.0,0.102,-7.306,1.0,0.0305,147.986,4.0,0.434
230,3672,194,Dierks Bentley,Black,Black,211160,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,spotify:track:2lFtnEmkIPm2ClN55e2chV,spotify:album:2GIrLP0PWskhZAJaHQtDux,0.27,"['contemporary country', 'country', 'country road']",72.0,0.6629999999999999,0.6559999999999999,False,0.000279,1.0,0.11699999999999999,-6.547999999999999,1.0,0.0413,120.037,4.0,0.56
231,3672,195,Chris Lane,For Her,Girl Problems,211226,spotify:artist:68abRTdO4meYReMWHvBYb0,spotify:track:6VB64hpnpRNqukYsIX76uo,spotify:album:2QSiy6dksBLC7alEkA19f7,0.0985,['contemporary country'],67.0,0.491,0.904,False,0.0,6.0,0.183,-4.324,1.0,0.0344,150.007,4.0,0.588
232,3672,196,Keith Urban,Blue Ain't Your Color,Ripcord,230600,spotify:artist:0u2FHSq3ln94y5Q57xazwf,spotify:track:6ZOPiKQeibCn7fP8dncucL,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,0.617,"['australian country', 'contemporary country', 'country', 'country road']",73.0,0.69,0.41600000000000004,False,1.37e-06,7.0,0.102,-7.865,1.0,0.0335,82.45,3.0,0.479
233,3672,197,Thomas Rhett,Craving You,Life Changes,223626,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:2d48mamATjby7wgPjdrSOQ,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.0008990000000000001,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.607,0.841,False,0.0,9.0,0.34,-3.772,0.0,0.0371,104.978,4.0,0.505
234,3672,198,Russell Dickerson,Yours,Yours,216960,spotify:artist:1E2AEtxaFaJtH0lO7kgNKw,spotify:track:6RSNKGdv3nDTHqgw4bdzyF,spotify:album:2iarUPEwf9aLuvE0PDvpfi,0.11900000000000001,"['contemporary country', 'country', 'country road', 'modern country rock']",64.0,0.555,0.722,False,0.0,11.0,0.0861,-6.005,1.0,0.034,134.058,4.0,0.5589999999999999
235,3672,199,Darius Rucker,If I Told You,When Was The Last Time,212320,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,spotify:track:4Az17HfqonKSWNsaLgTBeK,spotify:album:6SVzzB0SnMlBXcHsmhNxzC,0.344,"['contemporary country', 'country', 'country road', 'modern country rock']",68.0,0.532,0.64,False,0.0,9.0,0.361,-6.684,1.0,0.0314,84.029,4.0,0.308
236,3672,200,Florida Georgia Line,Smooth,Dig Your Roots,170200,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:31x4wWBghN7f5PiEZUmcAW,spotify:album:09KOjaflTBRE28GVvXqkYC,0.214,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.47100000000000003,0.848,False,1.84e-05,6.0,0.6579999999999999,-5.355,1.0,0.0538,161.049,4.0,0.332
237,3672,201,Toby Keith,I Love This Bar,Shock 'N Y'all,335333,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,spotify:track:7vvqXzT1P7XlRZNWOHYgLk,spotify:album:0WXxWGIVkfVapNgmCIJBb7,0.024,"['contemporary country', 'country', 'country road']",67.0,0.608,0.825,False,0.00656,2.0,0.34600000000000003,-6.303,1.0,0.0419,115.04899999999999,4.0,0.45399999999999996
238,3672,202,Florida Georgia Line,Smile,Anything Goes,169866,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:0bPiq3JmsZErLIkhVqajp9,spotify:album:5NG7WZaCZZ12M5LJm0JcVc,0.00628,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.5589999999999999,0.875,False,1.02e-06,9.0,0.0446,-2.927,0.0,0.0334,130.001,4.0,0.963
239,3672,203,Florida Georgia Line,It'z Just What We Do,Here's To The Good Times,218866,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,spotify:track:152IqAB0MYIA3rw5CSMVK6,spotify:album:5MH765pytbQasmDxXArTah,0.017,"['contemporary country', 'country', 'country road', 'modern country rock']",82.0,0.498,0.9470000000000001,False,0.0,10.0,0.606,-3.464,1.0,0.0421,158.063,4.0,0.8959999999999999
240,3672,204,Neil Diamond,Sweet Caroline,Sweet Caroline,203573,spotify:artist:7mEIug7XUlQHikrFxjTWes,spotify:track:3zByVQLvdXUaDTubfWkpCk,spotify:album:3aLKBtYt2B0XdLaTtBzF2n,0.611,"['adult standards', 'brill building pop', 'christmas', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",65.0,0.529,0.127,False,0.000109,11.0,0.237,-16.066,1.0,0.0274,63.05,4.0,0.578
241,3672,205,Lynyrd Skynyrd,Sweet Home Alabama,Second Helping,281147,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,spotify:track:4CJVkjo5WpmUAKp3R44LNb,spotify:album:5rtOJsiDDjA9V5306cyTRS,0.18100000000000002,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",71.0,0.597,0.605,False,0.000331,7.0,0.11800000000000001,-12.013,1.0,0.0255,97.78200000000001,4.0,0.8859999999999999
242,3672,206,Kenny Chesney,Boston,Be As You Are,256360,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,spotify:track:3iykQUWC6xefpB0NS8NLlp,spotify:album:23cQUpQffv7GX2usW2uTWj,,,,,,,,,,,,,,,
243,3672,207,Kane Brown,What Ifs,Kane Brown,188253,spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE,spotify:track:7zVCrzzEJU7u24sbJPXA5W,spotify:album:4hhvgHjPqUOAYkclDkhL2T,0.00898,"['contemporary country', 'country road']",74.0,0.612,0.799,False,0.0,10.0,0.172,-4.603,1.0,0.0275,125.976,4.0,0.687
244,3672,208,Brad Paisley,Last Time for Everything,Love and War,230831,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,spotify:track:3EWQsarNCItwHn9hE2MHTn,spotify:album:43xH1kPS7aNKc2WJtUHRAs,0.42200000000000004,"['contemporary country', 'country', 'country road', 'modern country rock']",67.0,0.48200000000000004,0.7390000000000001,False,1.87e-05,7.0,0.46799999999999997,-5.476,1.0,0.0342,155.93200000000002,4.0,0.613
245,3672,209,Keith Urban,The Fighter,Ripcord,184040,spotify:artist:0u2FHSq3ln94y5Q57xazwf,spotify:track:7EAFj7eJcMF5koWSRJVZcL,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,0.0224,"['australian country', 'contemporary country', 'country', 'country road']",73.0,0.6809999999999999,0.856,False,0.0,11.0,0.188,-5.166,0.0,0.0517,132.011,4.0,0.755
246,3672,210,Luke Combs,Hurricane,This One's for You,222533,spotify:artist:718COspgdWOnwOFpJHRZHS,spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,spotify:album:1lhNch5NkOONvFhRPh8qaj,0.0153,"['contemporary country', 'country road']",76.0,0.46399999999999997,0.813,False,0.0,10.0,0.254,-6.185,1.0,0.0416,75.975,4.0,0.516
247,3672,211,Thomas Rhett,Unforgettable,Life Changes,157080,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.032,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.6629999999999999,0.738,False,0.000225,7.0,0.0856,-5.48,1.0,0.0303,130.02,4.0,0.825
248,3672,212,Thomas Rhett,Sixteen,Life Changes,178333,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:3pJkBPHadRAxBBo484RipI,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.0147,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.7070000000000001,0.531,False,2.11e-06,1.0,0.175,-7.013999999999999,1.0,0.0273,106.992,4.0,0.41700000000000004
249,3672,213,Thomas Rhett,Drink A Little Beer,Life Changes,214680,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:1mJFIsUzfbeh0KBuXLVe16,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.00671,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.345,0.833,False,0.0,9.0,0.321,-4.623,1.0,0.212,84.052,4.0,0.764
250,3672,214,Thomas Rhett,Marry Me,Life Changes,205453,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:0OWZFobGSIW9GrSlQ9C5pc,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.113,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.588,0.408,False,0.0,3.0,0.13,-8.662,1.0,0.0237,85.008,4.0,0.484
251,3672,215,Thomas Rhett,Leave Right Now,Life Changes,195666,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:0wyja8xD9cNhDtfuY0dVMP,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.006509999999999999,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.474,0.583,False,0.0,4.0,0.128,-7.093,1.0,0.0469,148.05100000000002,4.0,0.366
252,3672,216,Thomas Rhett,When You Look Like That,Life Changes,202906,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:35sFGUnvLP2LPHzmdwsq40,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.00613,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.601,0.7440000000000001,False,0.0,9.0,0.121,-5.012,1.0,0.0408,140.04,4.0,0.902
253,3672,217,Thomas Rhett,Sweetheart,Life Changes,205266,spotify:artist:6x2LnllRG5uGarZMsD4iO8,spotify:track:6BSLkNSWTWzaC2wbBlD2QI,spotify:album:4w5Jvreahp3yvLqc4vCr9I,0.0237,"['contemporary country', 'country', 'country road', 'modern country rock']",77.0,0.61,0.7140000000000001,False,1.21e-06,0.0,0.36700000000000005,-6.485,0.0,0.0247,108.961,3.0,0.8320000000000001
254,3672,218,Chris Janson,Drunk Girl,EVERYBODY,207266,spotify:artist:60gmlHZmT16wiO9GiXKYK9,spotify:track:1kFBLqkTuNKlspkJ1EOGjN,spotify:album:6De0uTqKw2KMGDzidbCPhS,,,,,,,,,,,,,,,
255,3672,219,Walker Hayes,You Broke Up with Me,You Broke Up with Me,197840,spotify:artist:7sKxqpSqbIzphAKAhrqvlf,spotify:track:6UsoV6X96Rox9mfxoz7SFy,spotify:album:1R17oeIhKvtOuAvavGXi0A,0.496,"['contemporary country', 'country', 'country road', 'modern country rock']",58.0,0.846,0.711,False,0.0,0.0,0.247,-7.939,1.0,0.061,120.01299999999999,4.0,0.883
256,3672,220,Russell Dickerson,twentysomething,Yours,215280,spotify:artist:1E2AEtxaFaJtH0lO7kgNKw,spotify:track:08U5qkrOjJbXqHZyxMBH1s,spotify:album:2iarUPEwf9aLuvE0PDvpfi,,,,,,,,,,,,,,,
257,3672,221,Russell Dickerson,MGNO,Yours,201013,spotify:artist:1E2AEtxaFaJtH0lO7kgNKw,spotify:track:2Ktqf6qq4JdYaYDjWmS1T7,spotify:album:2iarUPEwf9aLuvE0PDvpfi,0.00702,"['contemporary country', 'country', 'country road', 'modern country rock']",64.0,0.594,0.8190000000000001,False,1.13e-05,1.0,0.0707,-5.199,1.0,0.0329,121.064,4.0,0.493
258,3672,222,Jon Pardi,Heartache On The Dance Floor,California Sunrise,205200,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,spotify:track:0w3Q14i073jLoew1hgJkwD,spotify:album:1DTBcVfk3zXPHRmgpY6rFZ,0.0617,"['contemporary country', 'country', 'country road', 'modern country rock']",69.0,0.594,0.8240000000000001,False,0.0,9.0,0.0861,-4.252,1.0,0.0458,116.005,4.0,0.6709999999999999
259,22558,0,Finger Eleven,Paralyzer,Them Vs. You Vs. Me,208106,spotify:artist:0niJkG4tKkne3zwr7I8n9n,spotify:track:28IEbk5a7twNTbUEvWslUb,spotify:album:2pCfqddO9tLKRz3wzSNGsZ,0.16899999999999998,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'wrestling']",55.0,0.645,0.941,False,0.0,4.0,0.251,-3.425,0.0,0.0448,106.015,4.0,0.8809999999999999
260,22558,1,In This Moment,Sick Like Me,Black Widow,299820,spotify:artist:6tbLPxj1uQ6vsRQZI2YFCT,spotify:track:76AYOdnKWcSLviCsKDXyS1,spotify:album:7jMxSZ332lLfENKNEFAd9P,0.000165,"['alternative metal', 'gothic symphonic metal', 'melodic metalcore', 'nu metal', 'post-grunge', 'rap metal']",64.0,0.44799999999999995,0.982,False,2.32e-06,9.0,0.0539,-3.971,0.0,0.287,131.895,4.0,0.0978
261,22558,2,In This Moment,Adrenalize,Blood,255773,spotify:artist:6tbLPxj1uQ6vsRQZI2YFCT,spotify:track:06WohfoFEUa5faNy8f9S5N,spotify:album:3u8UbYIIZkOtawXLDuu57l,0.00022999999999999998,"['alternative metal', 'gothic symphonic metal', 'melodic metalcore', 'nu metal', 'post-grunge', 'rap metal']",64.0,0.465,0.96,False,0.0,6.0,0.129,-3.888,1.0,0.0792,132.014,4.0,0.43
262,22558,3,Bring Me The Horizon,Throne,That's The Spirit,190920,spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF,spotify:track:5tYqrn7cItYhDGDLHt8XuH,spotify:album:6XPW94L30lADaLwczUnLFh,0.0006730000000000001,"['melodic metalcore', 'metalcore', 'pop punk', 'rap metal', 'screamo']",70.0,0.425,0.882,False,0.0,8.0,0.28,-3.71,1.0,0.0918,144.11700000000002,4.0,0.39899999999999997
263,22558,4,A Day To Remember,The Downfall of Us All,Homesick,209093,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,spotify:track:6G7URf5rGe6MvNoiTtNEP7,spotify:album:34eR6ev1GGZHmxNTEfRobW,0.000256,"['metalcore', 'pop punk', 'rap metal', 'screamo']",69.0,0.589,0.8809999999999999,False,0.0,0.0,0.327,-4.62,1.0,0.0666,129.95,4.0,0.7090000000000001
264,22558,5,I Prevail,Blank Space,Blank Space,240927,spotify:artist:3Uobr6LgQpBbk6k4QGAb3V,spotify:track:076jgZgkx4YiJ4q0dN3Xsl,spotify:album:4u42o3pHnW1LzcF7alWvCh,0.0028,['screamo'],62.0,0.433,0.865,False,0.0,11.0,0.11800000000000001,-5.249,0.0,0.099,194.081,4.0,0.23
265,22558,6,Rise Against,Savior,Appeal To Reason,242280,spotify:artist:6Wr3hh341P84m3EI8qdn9O,spotify:track:3asFGFY3uLjMDmML1p0tYm,spotify:album:3smHEWBKoqDUFuJrV8BCg1,0.00164,"['alternative metal', 'hardcore punk', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rap metal']",73.0,0.5489999999999999,0.93,False,6.670000000000001e-05,5.0,0.39,-3.468,0.0,0.0487,112.447,4.0,0.526
266,22558,7,Rise Against,Re-Education (Through Labor),Appeal To Reason,222453,spotify:artist:6Wr3hh341P84m3EI8qdn9O,spotify:track:6c1Bdvp208X0jbLmFnWbkC,spotify:album:4ebodSLpRqbuQjpGlDZglH,0.000417,"['alternative metal', 'hardcore punk', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rap metal']",73.0,0.243,0.9470000000000001,False,3.41e-05,11.0,0.133,-3.388,1.0,0.102,147.586,4.0,0.33799999999999997
267,22558,8,Korn,Twisted Transistor,See You On the Other Side,188933,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,spotify:track:77VW8u6inET54YAKN1RSnd,spotify:album:61IAfZngW0BgATiyHJPijP,,,,,,,,,,,,,,,
268,22558,9,Otep,Royals,Generation Doom,207200,spotify:artist:6iswhpc2w6na3lS1vehFXF,spotify:track:5Zs3el62trdIcLjs2fQJf0,spotify:album:5Avmyz7wnYYX4eZOqad3yx,,,,,,,,,,,,,,,
269,22558,10,Black Stone Cherry,Blame It On The Boom Boom,Between The Devil & The Deep Blue Sea,189133,spotify:artist:6WMo39FU3nrpSz3qMgRKug,spotify:track:58VTMFtsoe0E0vSX1pV03h,spotify:album:5VppVyy751PTQWrfJbrJ4H,0.00207,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",57.0,0.574,0.889,False,1.12e-05,10.0,0.0333,-3.44,1.0,0.0524,116.007,4.0,0.784
270,22558,11,Halestorm,I Miss The Misery,The Strange Case of...,183506,spotify:artist:6om12Ev5ppgoMy3OYSoech,spotify:track:60rHc4AkLlP4XVSATvBb6K,spotify:album:1d9fNpMEICkIPnJ3r6EG3A,0.009000000000000001,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",66.0,0.469,0.9690000000000001,False,1.11e-05,0.0,0.34600000000000003,-2.219,1.0,0.0589,164.042,4.0,0.47600000000000003
271,22558,12,The Pretty Reckless,Follow Me Down,Going To Hell,280093,spotify:artist:2R57sY41L9XvGPiIgHOaYq,spotify:track:3b1FwnXe5NT97SZRCJTLlw,spotify:album:4yyjcT8VZMzywihZbKrrO8,0.0026,"['candy pop', 'post-grunge', 'post-teen pop']",59.0,0.43200000000000005,0.8029999999999999,False,0.00315,3.0,0.22399999999999998,-4.678,1.0,0.0781,144.014,4.0,0.38799999999999996
272,22558,13,Halestorm,I Get Off,Halestorm,183706,spotify:artist:6om12Ev5ppgoMy3OYSoech,spotify:track:0JKY13K1Io2aqXJb96UyzX,spotify:album:5iMlDARMRcsRn0hvFMgDfS,0.0068200000000000005,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",66.0,0.456,0.8909999999999999,False,4.97e-06,11.0,0.0727,-4.062,0.0,0.125,170.019,4.0,0.647
273,22558,14,The Pretty Reckless,Heaven Knows,Going To Hell,224533,spotify:artist:2R57sY41L9XvGPiIgHOaYq,spotify:track:6Fh0LsVP76SxTizmUbs3jL,spotify:album:4yyjcT8VZMzywihZbKrrO8,0.0927,"['candy pop', 'post-grunge', 'post-teen pop']",59.0,0.535,0.81,False,0.0,7.0,0.239,-3.753,1.0,0.0465,83.912,4.0,0.639
274,22558,15,Halestorm,Amen,Into The Wild Life,178226,spotify:artist:6om12Ev5ppgoMy3OYSoech,spotify:track:6WXN5Pvim9BKB6Wb765II5,spotify:album:6jPjpEJBxT0HN71TAEohZ0,,,,,,,,,,,,,,,
275,22558,16,Breaking Benjamin,Dance With The Devil,Phobia,227093,spotify:artist:5BtHciL0e0zOP7prIHn3pP,spotify:track:6x0BL6fIR8YLs5akFnAhEt,spotify:album:2usyeZYdUHKlNHKDKgAYSo,0.00027400000000000005,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",72.0,0.341,0.9329999999999999,False,0.000366,3.0,0.134,-4.502,0.0,0.155,155.092,3.0,0.231
276,22558,17,Killswitch Engage,The End of Heartache,The End Of Heartache [Special Edition],298106,spotify:artist:37394IP6uhnjIpsawpMu4l,spotify:track:2nUy0ifVE7UwtOK4rugFsP,spotify:album:6NrMjaGIZAKZLMzVnkNY4V,,,,,,,,,,,,,,,
277,22558,18,Five Finger Death Punch,Jekyll and Hyde,Got Your Six,206894,spotify:artist:5t28BP42x2axFnqOOMg3CM,spotify:track:3aELm5rswNgDDjwvfuqd9O,spotify:album:6BNz3kTKk1A8z4Os0ZmFXf,0.0006129999999999999,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",77.0,0.5429999999999999,0.965,True,9.97e-06,6.0,0.0883,-4.038,1.0,0.0963,155.019,4.0,0.715
278,22558,19,Five Finger Death Punch,Got Your Six,Got Your Six,178100,spotify:artist:5t28BP42x2axFnqOOMg3CM,spotify:track:5lLvgwHmsiYDz8xbAHPXpA,spotify:album:6BNz3kTKk1A8z4Os0ZmFXf,9.63e-05,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",77.0,0.535,0.986,True,4.9e-06,4.0,0.0821,-4.4830000000000005,1.0,0.0965,76.473,4.0,0.353
279,22558,20,Five Finger Death Punch,Menace,American Capitalist,211800,spotify:artist:5t28BP42x2axFnqOOMg3CM,spotify:track:16u9zorAIJ0MtQRDw0T9De,spotify:album:6y1jQ3lw9XONTAzwLrnsqy,,,,,,,,,,,,,,,
280,22558,21,Five Finger Death Punch,Burn MF,The Wrong Side Of Heaven & The Righteous Side Of Hell,217853,spotify:artist:5t28BP42x2axFnqOOMg3CM,spotify:track:25nnecTfdp2tURMgZuK1d4,spotify:album:2a2UTZzvy4AA68SdiF6hw8,0.00011599999999999999,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",77.0,0.499,0.996,True,9.72e-06,4.0,0.11800000000000001,-4.336,1.0,0.20199999999999999,180.02,4.0,0.207
281,22558,22,Five Finger Death Punch,Dot Your Eyes,The Wrong Side Of Heaven & The Righteous Side Of Hell,194013,spotify:artist:5t28BP42x2axFnqOOMg3CM,spotify:track:4alpwHPHQdxHdxrtXjL14r,spotify:album:2a2UTZzvy4AA68SdiF6hw8,0.000466,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",77.0,0.525,0.995,True,0.0,2.0,0.0654,-3.359,1.0,0.10800000000000001,148.02700000000002,4.0,0.375
